WL,Date,Borehole,No of Covariates,,,,,,,
147.314,4/1/2013,GW025245.1.1,1,,,,,,,
147.313,5/1/2013,GW025245.1.1,1,,,,,,,
147.313,6/1/2013,GW025245.1.1,1,,,,,,,
147.312,7/1/2013,GW025245.1.1,1,,,,,,,
147.309,8/1/2013,GW025245.1.1,1,,,,,,,
147.307,9/1/2013,GW025245.1.1,1,,,,,,,
147.301,10/1/2013,GW025245.1.1,1,,,,,,,
147.294,11/1/2013,GW025245.1.1,1,,,,,,,
147.288,12/1/2013,GW025245.1.1,1,,,,,,,
147.282,1/1/2014,GW025245.1.1,1,,,,,,,
147.276,2/1/2014,GW025245.1.1,1,,,,,,,
147.272,3/1/2014,GW025245.1.1,1,,,,,,,
147.269,4/1/2014,GW025245.1.1,1,,,,,,,
147.269,5/1/2014,GW025245.1.1,1,,,,,,,
147.268,6/1/2014,GW025245.1.1,1,,,,,,,
147.268,7/1/2014,GW025245.1.1,1,,,,,,,
147.266,8/1/2014,GW025245.1.1,1,,,,,,,
147.264,9/1/2014,GW025245.1.1,1,,,,,,,
147.26,10/1/2014,GW025245.1.1,1,,,,,,,
147.256,11/1/2014,GW025245.1.1,1,,,,,,,
147.25,12/1/2014,GW025245.1.1,1,,,,,,,
147.244,1/1/2015,GW025245.1.1,1,,,,,,,
147.239,2/1/2015,GW025245.1.1,1,,,,,,,
147.233,3/1/2015,GW025245.1.1,1,,,,,,,
147.228,4/1/2015,GW025245.1.1,1,,,,,,,
147.226,5/1/2015,GW025245.1.1,1,,,,,,,
147.223,6/1/2015,GW025245.1.1,1,,,,,,,
147.22,7/1/2015,GW025245.1.1,1,,,,,,,
147.216,8/1/2015,GW025245.1.1,1,,,,,,,
147.21,9/1/2015,GW025245.1.1,1,,,,,,,
147.204,10/1/2015,GW025245.1.1,1,,,,,,,
147.196,11/1/2015,GW025245.1.1,1,,,,,,,
147.19,12/1/2015,GW025245.1.1,1,,,,,,,
147.182,1/1/2016,GW025245.1.1,1,,,,,,,
147.173,2/1/2016,GW025245.1.1,1,,,,,,,
147.164,3/1/2016,GW025245.1.1,1,,,,,,,
147.161,4/1/2016,GW025245.1.1,1,,,,,,,
147.156,5/1/2016,GW025245.1.1,1,,,,,,,
147.152,6/1/2016,GW025245.1.1,1,,,,,,,
147.147,7/1/2016,GW025245.1.1,1,,,,,,,
147.144,8/1/2016,GW025245.1.1,1,,,,,,,
147.139,9/1/2016,GW025245.1.1,1,,,,,,,
147.135,10/1/2016,GW025245.1.1,1,,,,,,,
147.134,11/1/2016,GW025245.1.1,1,,,,,,,
147.132,12/1/2016,GW025245.1.1,1,,,,,,,
147.126,1/1/2017,GW025245.1.1,1,,,,,,,
147.118,2/1/2017,GW025245.1.1,1,,,,,,,
147.111,3/1/2017,GW025245.1.1,1,,,,,,,
147.108,4/1/2017,GW025245.1.1,1,,,,,,,
147.106,5/1/2017,GW025245.1.1,1,,,,,,,
147.101,6/1/2017,GW025245.1.1,1,,,,,,,
147.098,7/1/2017,GW025245.1.1,1,,,,,,,
147.096,8/1/2017,GW025245.1.1,1,,,,,,,
147.093,9/1/2017,GW025245.1.1,1,,,,,,,
147.086,10/1/2017,GW025245.1.1,1,,,,,,,
147.081,11/1/2017,GW025245.1.1,1,,,,,,,
147.075,12/1/2017,GW025245.1.1,1,,,,,,,
147.066,1/1/2018,GW025245.1.1,1,,,,,,,
147.054,2/1/2018,GW025245.1.1,1,,,,,,,
147.045,3/1/2018,GW025245.1.1,1,,,,,,,
147.042,4/1/2018,GW025245.1.1,1,,,,,,,
147.041,5/1/2018,GW025245.1.1,1,,,,,,,
147.039,6/1/2018,GW025245.1.1,1,,,,,,,
147.035,7/1/2018,GW025245.1.1,1,,,,,,,
147.029,8/1/2018,GW025245.1.1,1,,,,,,,
147.022,9/1/2018,GW025245.1.1,1,,,,,,,
147.017,10/1/2018,GW025245.1.1,1,,,,,,,
147.011,11/1/2018,GW025245.1.1,1,,,,,,,
147.008,12/1/2018,GW025245.1.1,1,,,,,,,
147.004,1/1/2019,GW025245.1.1,1,,,,,,,
146.998,2/1/2019,GW025245.1.1,1,,,,,,,
146.995,3/1/2019,GW025245.1.1,1,,,,,,,
146.993,4/1/2019,GW025245.1.1,1,,,,,,,
146.991,5/1/2019,GW025245.1.1,1,,,,,,,
146.988,6/1/2019,GW025245.1.1,1,,,,,,,
146.983,7/1/2019,GW025245.1.1,1,,,,,,,
146.965,8/1/2019,GW025245.1.1,1,,,,,,,
146.965,9/1/2019,GW025245.1.1,1,,,,,,,
146.985,10/1/2019,GW025245.1.1,1,,,,,,,
146.982,11/1/2019,GW025245.1.1,1,,,,,,,
146.976,12/1/2019,GW025245.1.1,1,,,,,,,
146.969,1/1/2020,GW025245.1.1,1,,,,,,,
146.97,2/1/2020,GW025245.1.1,1,,,,,,,
146.991,3/1/2020,GW025245.1.1,1,,,,,,,
146.989,4/1/2020,GW025245.1.1,1,,,,,,,
146.974,5/1/2020,GW025245.1.1,1,,,,,,,
146.959,6/1/2020,GW025245.1.1,1,,,,,,,
146.941,7/1/2020,GW025245.1.1,1,,,,,,,
146.934,8/1/2020,GW025245.1.1,1,,,,,,,
146.937,9/1/2020,GW025245.1.1,1,,,,,,,
146.932,10/1/2020,GW025245.1.1,1,,,,,,,
146.926,11/1/2020,GW025245.1.1,1,,,,,,,
146.916,12/1/2020,GW025245.1.1,1,,,,,,,
146.913,1/1/2021,GW025245.1.1,1,,,,,,,
146.91,2/1/2021,GW025245.1.1,1,,,,,,,
146.91,3/1/2021,GW025245.1.1,1,,,,,,,
146.909,4/1/2021,GW025245.1.1,1,,,,,,,
146.909,5/1/2021,GW025245.1.1,1,,,,,,,
146.908,6/1/2021,GW025245.1.1,1,,,,,,,
146.908,7/1/2021,GW025245.1.1,1,,,,,,,
146.905,8/1/2021,GW025245.1.1,1,,,,,,,
146.905,9/1/2021,GW025245.1.1,1,,,,,,,
146.904,10/1/2021,GW025245.1.1,1,,,,,,,
146.903,11/1/2021,GW025245.1.1,1,,,,,,,
146.901,12/1/2021,GW025245.1.1,1,,,,,,,
146.897,1/1/2022,GW025245.1.1,1,,,,,,,
146.89,2/1/2022,GW025245.1.1,1,,,,,,,
146.885,3/1/2022,GW025245.1.1,1,,,,,,,
146.882,4/1/2022,GW025245.1.1,1,,,,,,,
146.88,5/1/2022,GW025245.1.1,1,,,,,,,
132.294,2/1/2010,GW025245.3.3,1,,,,,,,
133.111,3/1/2010,GW025245.3.3,1,,,,,,,
133.88,4/1/2010,GW025245.3.3,1,,,,,,,
134.424,5/1/2010,GW025245.3.3,1,,,,,,,
134.725,6/1/2010,GW025245.3.3,1,,,,,,,
135.019,7/1/2010,GW025245.3.3,1,,,,,,,
135.293,8/1/2010,GW025245.3.3,1,,,,,,,
135.747,9/1/2010,GW025245.3.3,1,,,,,,,
135.752,10/1/2010,GW025245.3.3,1,,,,,,,
135.802,11/1/2010,GW025245.3.3,1,,,,,,,
136.214,12/1/2010,GW025245.3.3,1,,,,,,,
135.969,1/1/2011,GW025245.3.3,1,,,,,,,
134.202,2/1/2011,GW025245.3.3,1,,,,,,,
133.723,3/1/2011,GW025245.3.3,1,,,,,,,
134.813,4/1/2011,GW025245.3.3,1,,,,,,,
135.682,5/1/2011,GW025245.3.3,1,,,,,,,
136.309,6/1/2011,GW025245.3.3,1,,,,,,,
136.771,7/1/2011,GW025245.3.3,1,,,,,,,
136.358,8/1/2011,GW025245.3.3,1,,,,,,,
134.736,9/1/2011,GW025245.3.3,1,,,,,,,
134.411,10/1/2011,GW025245.3.3,1,,,,,,,
135.032,11/1/2011,GW025245.3.3,1,,,,,,,
136.087,12/1/2011,GW025245.3.3,1,,,,,,,
136.611,1/1/2012,GW025245.3.3,1,,,,,,,
136.958,2/1/2012,GW025245.3.3,1,,,,,,,
137.48,3/1/2012,GW025245.3.3,1,,,,,,,
137.879,4/1/2012,GW025245.3.3,1,,,,,,,
138.129,5/1/2012,GW025245.3.3,1,,,,,,,
137.895,6/1/2012,GW025245.3.3,1,,,,,,,
137.448,7/1/2012,GW025245.3.3,1,,,,,,,
137.335,8/1/2012,GW025245.3.3,1,,,,,,,
136.888,9/1/2012,GW025245.3.3,1,,,,,,,
135.472,10/1/2012,GW025245.3.3,1,,,,,,,
135.046,11/1/2012,GW025245.3.3,1,,,,,,,
134.142,12/1/2012,GW025245.3.3,1,,,,,,,
131.97,1/1/2013,GW025245.3.3,1,,,,,,,
130.294,2/1/2013,GW025245.3.3,1,,,,,,,
130.953,3/1/2013,GW025245.3.3,1,,,,,,,
132.946,4/1/2013,GW025245.3.3,1,,,,,,,
134.229,5/1/2013,GW025245.3.3,1,,,,,,,
134.943,6/1/2013,GW025245.3.3,1,,,,,,,
134.735,7/1/2013,GW025245.3.3,1,,,,,,,
134.319,8/1/2013,GW025245.3.3,1,,,,,,,
133.491,9/1/2013,GW025245.3.3,1,,,,,,,
132.243,10/1/2013,GW025245.3.3,1,,,,,,,
130.816,11/1/2013,GW025245.3.3,1,,,,,,,
129.969,12/1/2013,GW025245.3.3,1,,,,,,,
129.299,1/1/2014,GW025245.3.3,1,,,,,,,
128.758,2/1/2014,GW025245.3.3,1,,,,,,,
129.54,3/1/2014,GW025245.3.3,1,,,,,,,
131.348,4/1/2014,GW025245.3.3,1,,,,,,,
132.515,5/1/2014,GW025245.3.3,1,,,,,,,
133.325,6/1/2014,GW025245.3.3,1,,,,,,,
133.868,7/1/2014,GW025245.3.3,1,,,,,,,
133.721,8/1/2014,GW025245.3.3,1,,,,,,,
133.16,9/1/2014,GW025245.3.3,1,,,,,,,
132.145,10/1/2014,GW025245.3.3,1,,,,,,,
131.155,11/1/2014,GW025245.3.3,1,,,,,,,
130.586,12/1/2014,GW025245.3.3,1,,,,,,,
130.154,1/1/2015,GW025245.3.3,1,,,,,,,
129.755,2/1/2015,GW025245.3.3,1,,,,,,,
129.921,3/1/2015,GW025245.3.3,1,,,,,,,
131.004,4/1/2015,GW025245.3.3,1,,,,,,,
131.985,5/1/2015,GW025245.3.3,1,,,,,,,
132.649,6/1/2015,GW025245.3.3,1,,,,,,,
132.605,7/1/2015,GW025245.3.3,1,,,,,,,
132.248,8/1/2015,GW025245.3.3,1,,,,,,,
131.489,9/1/2015,GW025245.3.3,1,,,,,,,
130.273,10/1/2015,GW025245.3.3,1,,,,,,,
130.013,11/1/2015,GW025245.3.3,1,,,,,,,
129.414,12/1/2015,GW025245.3.3,1,,,,,,,
128.823,1/1/2016,GW025245.3.3,1,,,,,,,
129.467,2/1/2016,GW025245.3.3,1,,,,,,,
129.423,3/1/2016,GW025245.3.3,1,,,,,,,
130.388,4/1/2016,GW025245.3.3,1,,,,,,,
130.969,5/1/2016,GW025245.3.3,1,,,,,,,
131.385,6/1/2016,GW025245.3.3,1,,,,,,,
132.476,7/1/2016,GW025245.3.3,1,,,,,,,
133,8/1/2016,GW025245.3.3,1,,,,,,,
133.202,9/1/2016,GW025245.3.3,1,,,,,,,
133.558,10/1/2016,GW025245.3.3,1,,,,,,,
133.443,11/1/2016,GW025245.3.3,1,,,,,,,
132.645,12/1/2016,GW025245.3.3,1,,,,,,,
131.423,1/1/2017,GW025245.3.3,1,,,,,,,
130.082,2/1/2017,GW025245.3.3,1,,,,,,,
129.684,3/1/2017,GW025245.3.3,1,,,,,,,
130.798,4/1/2017,GW025245.3.3,1,,,,,,,
131.353,5/1/2017,GW025245.3.3,1,,,,,,,
131.266,6/1/2017,GW025245.3.3,1,,,,,,,
131.919,7/1/2017,GW025245.3.3,1,,,,,,,
131.794,8/1/2017,GW025245.3.3,1,,,,,,,
130.824,9/1/2017,GW025245.3.3,1,,,,,,,
129.854,10/1/2017,GW025245.3.3,1,,,,,,,
129.528,11/1/2017,GW025245.3.3,1,,,,,,,
129.395,12/1/2017,GW025245.3.3,1,,,,,,,
128.165,1/1/2018,GW025245.3.3,1,,,,,,,
127.443,2/1/2018,GW025245.3.3,1,,,,,,,
127.892,3/1/2018,GW025245.3.3,1,,,,,,,
129.927,4/1/2018,GW025245.3.3,1,,,,,,,
131.156,5/1/2018,GW025245.3.3,1,,,,,,,
131.197,6/1/2018,GW025245.3.3,1,,,,,,,
131.054,7/1/2018,GW025245.3.3,1,,,,,,,
130.807,8/1/2018,GW025245.3.3,1,,,,,,,
129.933,9/1/2018,GW025245.3.3,1,,,,,,,
129.098,10/1/2018,GW025245.3.3,1,,,,,,,
129.312,11/1/2018,GW025245.3.3,1,,,,,,,
129.916,12/1/2018,GW025245.3.3,1,,,,,,,
129.472,1/1/2019,GW025245.3.3,1,,,,,,,
128.307,2/1/2019,GW025245.3.3,1,,,,,,,
128.569,3/1/2019,GW025245.3.3,1,,,,,,,
129.629,4/1/2019,GW025245.3.3,1,,,,,,,
130.399,5/1/2019,GW025245.3.3,1,,,,,,,
130.752,6/1/2019,GW025245.3.3,1,,,,,,,
130.699,7/1/2019,GW025245.3.3,1,,,,,,,
129.768,8/1/2019,GW025245.3.3,1,,,,,,,
129.401,9/1/2019,GW025245.3.3,1,,,,,,,
128.862,10/1/2019,GW025245.3.3,1,,,,,,,
128.604,11/1/2019,GW025245.3.3,1,,,,,,,
128.539,12/1/2019,GW025245.3.3,1,,,,,,,
128.19,1/1/2020,GW025245.3.3,1,,,,,,,
128.671,2/1/2020,GW025245.3.3,1,,,,,,,
130.152,3/1/2020,GW025245.3.3,1,,,,,,,
131.253,4/1/2020,GW025245.3.3,1,,,,,,,
131.956,5/1/2020,GW025245.3.3,1,,,,,,,
132.466,6/1/2020,GW025245.3.3,1,,,,,,,
132.817,7/1/2020,GW025245.3.3,1,,,,,,,
133.1,8/1/2020,GW025245.3.3,1,,,,,,,
133.028,9/1/2020,GW025245.3.3,1,,,,,,,
132.523,10/1/2020,GW025245.3.3,1,,,,,,,
132.589,11/1/2020,GW025245.3.3,1,,,,,,,
132.12,12/1/2020,GW025245.3.3,1,,,,,,,
131.935,1/1/2021,GW025245.3.3,1,,,,,,,
132.194,2/1/2021,GW025245.3.3,1,,,,,,,
132.735,3/1/2021,GW025245.3.3,1,,,,,,,
133.36,4/1/2021,GW025245.3.3,1,,,,,,,
133.862,5/1/2021,GW025245.3.3,1,,,,,,,
134.289,6/1/2021,GW025245.3.3,1,,,,,,,
134.645,7/1/2021,GW025245.3.3,1,,,,,,,
134.919,8/1/2021,GW025245.3.3,1,,,,,,,
135.148,9/1/2021,GW025245.3.3,1,,,,,,,
135.405,10/1/2021,GW025245.3.3,1,,,,,,,
135.56,11/1/2021,GW025245.3.3,1,,,,,,,
135.636,12/1/2021,GW025245.3.3,1,,,,,,,
134.637,1/1/2022,GW025245.3.3,1,,,,,,,
133.391,2/1/2022,GW025245.3.3,1,,,,,,,
133.491,3/1/2022,GW025245.3.3,1,,,,,,,
134.043,4/1/2022,GW025245.3.3,1,,,,,,,
134.595,5/1/2022,GW025245.3.3,1,,,,,,,
125.71,6/1/2010,GW025299.1.2,1,,,,,,,
126.488,7/1/2010,GW025299.1.2,1,,,,,,,
127.793,8/1/2010,GW025299.1.2,1,,,,,,,
127.912,9/1/2010,GW025299.1.2,1,,,,,,,
128.01,10/1/2010,GW025299.1.2,1,,,,,,,
129.275,11/1/2010,GW025299.1.2,1,,,,,,,
130.086,12/1/2010,GW025299.1.2,1,,,,,,,
128.939,1/1/2011,GW025299.1.2,1,,,,,,,
125.114,2/1/2011,GW025299.1.2,1,,,,,,,
123.85,3/1/2011,GW025299.1.2,1,,,,,,,
127.176,4/1/2011,GW025299.1.2,1,,,,,,,
128.773,5/1/2011,GW025299.1.2,1,,,,,,,
129.938,6/1/2011,GW025299.1.2,1,,,,,,,
130.8,7/1/2011,GW025299.1.2,1,,,,,,,
130.566,8/1/2011,GW025299.1.2,1,,,,,,,
127.467,9/1/2011,GW025299.1.2,1,,,,,,,
129.002,10/1/2011,GW025299.1.2,1,,,,,,,
130.542,11/1/2011,GW025299.1.2,1,,,,,,,
131.545,12/1/2011,GW025299.1.2,1,,,,,,,
132.266,1/1/2012,GW025299.1.2,1,,,,,,,
133.057,2/1/2012,GW025299.1.2,1,,,,,,,
133.417,3/1/2012,GW025299.1.2,1,,,,,,,
133.777,4/1/2012,GW025299.1.2,1,,,,,,,
133.171,5/1/2012,GW025299.1.2,1,,,,,,,
130.155,6/1/2012,GW025299.1.2,1,,,,,,,
127.72,7/1/2012,GW025299.1.2,1,,,,,,,
130.721,8/1/2012,GW025299.1.2,1,,,,,,,
131.866,9/1/2012,GW025299.1.2,1,,,,,,,
132.407,10/1/2012,GW025299.1.2,1,,,,,,,
131.509,11/1/2012,GW025299.1.2,1,,,,,,,
127.307,12/1/2012,GW025299.1.2,1,,,,,,,
121.095,1/1/2013,GW025299.1.2,1,,,,,,,
119.136,2/1/2013,GW025299.1.2,1,,,,,,,
122.324,3/1/2013,GW025299.1.2,1,,,,,,,
125.018,4/1/2013,GW025299.1.2,1,,,,,,,
126.781,5/1/2013,GW025299.1.2,1,,,,,,,
125.815,6/1/2013,GW025299.1.2,1,,,,,,,
125.253,7/1/2013,GW025299.1.2,1,,,,,,,
123.901,8/1/2013,GW025299.1.2,1,,,,,,,
126.622,9/1/2013,GW025299.1.2,1,,,,,,,
124.479,10/1/2013,GW025299.1.2,1,,,,,,,
121.031,11/1/2013,GW025299.1.2,1,,,,,,,
119.868,12/1/2013,GW025299.1.2,1,,,,,,,
115.957,1/1/2014,GW025299.1.2,1,,,,,,,
115.08,2/1/2014,GW025299.1.2,1,,,,,,,
117.595,3/1/2014,GW025299.1.2,1,,,,,,,
121.422,4/1/2014,GW025299.1.2,1,,,,,,,
123.329,5/1/2014,GW025299.1.2,1,,,,,,,
124.835,6/1/2014,GW025299.1.2,1,,,,,,,
125.9,7/1/2014,GW025299.1.2,1,,,,,,,
125.864,8/1/2014,GW025299.1.2,1,,,,,,,
120.613,9/1/2014,GW025299.1.2,1,,,,,,,
119.707,10/1/2014,GW025299.1.2,1,,,,,,,
117.944,11/1/2014,GW025299.1.2,1,,,,,,,
118.265,12/1/2014,GW025299.1.2,1,,,,,,,
116.257,1/1/2015,GW025299.1.2,1,,,,,,,
115.877,2/1/2015,GW025299.1.2,1,,,,,,,
118.091,3/1/2015,GW025299.1.2,1,,,,,,,
120.549,4/1/2015,GW025299.1.2,1,,,,,,,
122.255,5/1/2015,GW025299.1.2,1,,,,,,,
123.547,6/1/2015,GW025299.1.2,1,,,,,,,
124.64,7/1/2015,GW025299.1.2,1,,,,,,,
124.261,8/1/2015,GW025299.1.2,1,,,,,,,
120.079,9/1/2015,GW025299.1.2,1,,,,,,,
119.094,10/1/2015,GW025299.1.2,1,,,,,,,
120.67,11/1/2015,GW025299.1.2,1,,,,,,,
117.069,12/1/2015,GW025299.1.2,1,,,,,,,
118.176,1/1/2016,GW025299.1.2,1,,,,,,,
120.994,2/1/2016,GW025299.1.2,1,,,,,,,
120.369,3/1/2016,GW025299.1.2,1,,,,,,,
122.487,4/1/2016,GW025299.1.2,1,,,,,,,
123.801,5/1/2016,GW025299.1.2,1,,,,,,,
124.859,6/1/2016,GW025299.1.2,1,,,,,,,
125.734,7/1/2016,GW025299.1.2,1,,,,,,,
126.521,8/1/2016,GW025299.1.2,1,,,,,,,
127.221,9/1/2016,GW025299.1.2,1,,,,,,,
126.872,10/1/2016,GW025299.1.2,1,,,,,,,
123.481,11/1/2016,GW025299.1.2,1,,,,,,,
120.973,12/1/2016,GW025299.1.2,1,,,,,,,
115.938,1/1/2017,GW025299.1.2,1,,,,,,,
113.148,2/1/2017,GW025299.1.2,1,,,,,,,
114.461,3/1/2017,GW025299.1.2,1,,,,,,,
119.235,4/1/2017,GW025299.1.2,1,,,,,,,
121.833,5/1/2017,GW025299.1.2,1,,,,,,,
123.432,6/1/2017,GW025299.1.2,1,,,,,,,
124.69,7/1/2017,GW025299.1.2,1,,,,,,,
124.077,8/1/2017,GW025299.1.2,1,,,,,,,
121.233,9/1/2017,GW025299.1.2,1,,,,,,,
122.264,10/1/2017,GW025299.1.2,1,,,,,,,
118.097,11/1/2017,GW025299.1.2,1,,,,,,,
118.653,12/1/2017,GW025299.1.2,1,,,,,,,
113.713,1/1/2018,GW025299.1.2,1,,,,,,,
114.611,2/1/2018,GW025299.1.2,1,,,,,,,
119.033,3/1/2018,GW025299.1.2,1,,,,,,,
121.342,4/1/2018,GW025299.1.2,1,,,,,,,
122.858,5/1/2018,GW025299.1.2,1,,,,,,,
124.05,6/1/2018,GW025299.1.2,1,,,,,,,
125.023,7/1/2018,GW025299.1.2,1,,,,,,,
124.846,8/1/2018,GW025299.1.2,1,,,,,,,
118.809,9/1/2018,GW025299.1.2,1,,,,,,,
120.501,10/1/2018,GW025299.1.2,1,,,,,,,
120.132,11/1/2018,GW025299.1.2,1,,,,,,,
120.953,12/1/2018,GW025299.1.2,1,,,,,,,
117.725,1/1/2019,GW025299.1.2,1,,,,,,,
118.763,2/1/2019,GW025299.1.2,1,,,,,,,
118.442,3/1/2019,GW025299.1.2,1,,,,,,,
120.096,4/1/2019,GW025299.1.2,1,,,,,,,
122.169,5/1/2019,GW025299.1.2,1,,,,,,,
121.001,6/1/2019,GW025299.1.2,1,,,,,,,
119.804,7/1/2019,GW025299.1.2,1,,,,,,,
120.893,8/1/2019,GW025299.1.2,1,,,,,,,
117.32,9/1/2019,GW025299.1.2,1,,,,,,,
119.422,10/1/2019,GW025299.1.2,1,,,,,,,
120.567,11/1/2019,GW025299.1.2,1,,,,,,,
120.899,12/1/2019,GW025299.1.2,1,,,,,,,
121.154,1/1/2020,GW025299.1.2,1,,,,,,,
122.375,2/1/2020,GW025299.1.2,1,,,,,,,
123.412,3/1/2020,GW025299.1.2,1,,,,,,,
124.329,4/1/2020,GW025299.1.2,1,,,,,,,
125.128,5/1/2020,GW025299.1.2,1,,,,,,,
125.533,6/1/2020,GW025299.1.2,1,,,,,,,
124.868,7/1/2020,GW025299.1.2,1,,,,,,,
126.417,8/1/2020,GW025299.1.2,1,,,,,,,
127.178,9/1/2020,GW025299.1.2,1,,,,,,,
126.453,10/1/2020,GW025299.1.2,1,,,,,,,
126.223,11/1/2020,GW025299.1.2,1,,,,,,,
126.033,12/1/2020,GW025299.1.2,1,,,,,,,
124.968,1/1/2021,GW025299.1.2,1,,,,,,,
123.87,2/1/2021,GW025299.1.2,1,,,,,,,
126.193,3/1/2021,GW025299.1.2,1,,,,,,,
127.205,4/1/2021,GW025299.1.2,1,,,,,,,
127.697,5/1/2021,GW025299.1.2,1,,,,,,,
128.028,6/1/2021,GW025299.1.2,1,,,,,,,
128.235,7/1/2021,GW025299.1.2,1,,,,,,,
129.089,8/1/2021,GW025299.1.2,1,,,,,,,
130.443,9/1/2021,GW025299.1.2,1,,,,,,,
131,10/1/2021,GW025299.1.2,1,,,,,,,
131.281,11/1/2021,GW025299.1.2,1,,,,,,,
129.712,12/1/2021,GW025299.1.2,1,,,,,,,
125.024,1/1/2022,GW025299.1.2,1,,,,,,,
123.752,2/1/2022,GW025299.1.2,1,,,,,,,
122.857,3/1/2022,GW025299.1.2,1,,,,,,,
126.596,4/1/2022,GW025299.1.2,1,,,,,,,
128.354,5/1/2022,GW025299.1.2,1,,,,,,,
173.225,2/1/2010,GW025333.5.4,1,,,,,,,
175.82,3/1/2010,GW025333.5.4,1,,,,,,,
176.532,4/1/2010,GW025333.5.4,1,,,,,,,
176.811,5/1/2010,GW025333.5.4,1,,,,,,,
176.94,6/1/2010,GW025333.5.4,1,,,,,,,
177.07,7/1/2010,GW025333.5.4,1,,,,,,,
177.169,8/1/2010,GW025333.5.4,1,,,,,,,
177.259,9/1/2010,GW025333.5.4,1,,,,,,,
177.136,10/1/2010,GW025333.5.4,1,,,,,,,
176.962,11/1/2010,GW025333.5.4,1,,,,,,,
177.703,12/1/2010,GW025333.5.4,1,,,,,,,
177.623,1/1/2011,GW025333.5.4,1,,,,,,,
176.359,2/1/2011,GW025333.5.4,1,,,,,,,
176.502,3/1/2011,GW025333.5.4,1,,,,,,,
177.775,4/1/2011,GW025333.5.4,1,,,,,,,
178.004,5/1/2011,GW025333.5.4,1,,,,,,,
178.325,6/1/2011,GW025333.5.4,1,,,,,,,
178.465,7/1/2011,GW025333.5.4,1,,,,,,,
178.051,8/1/2011,GW025333.5.4,1,,,,,,,
177.514,9/1/2011,GW025333.5.4,1,,,,,,,
177.849,10/1/2011,GW025333.5.4,1,,,,,,,
177.861,11/1/2011,GW025333.5.4,1,,,,,,,
178.573,12/1/2011,GW025333.5.4,1,,,,,,,
178.357,1/1/2012,GW025333.5.4,1,,,,,,,
179.345,2/1/2012,GW025333.5.4,1,,,,,,,
179.394,3/1/2012,GW025333.5.4,1,,,,,,,
179.809,4/1/2012,GW025333.5.4,1,,,,,,,
180.133,5/1/2012,GW025333.5.4,1,,,,,,,
180.312,6/1/2012,GW025333.5.4,1,,,,,,,
180.474,7/1/2012,GW025333.5.4,1,,,,,,,
180.533,8/1/2012,GW025333.5.4,1,,,,,,,
179.906,9/1/2012,GW025333.5.4,1,,,,,,,
178.633,10/1/2012,GW025333.5.4,1,,,,,,,
177.595,11/1/2012,GW025333.5.4,1,,,,,,,
176.966,12/1/2012,GW025333.5.4,1,,,,,,,
176.4,1/1/2013,GW025333.5.4,1,,,,,,,
178.588,2/1/2013,GW025333.5.4,1,,,,,,,
179.467,3/1/2013,GW025333.5.4,1,,,,,,,
179.938,4/1/2013,GW025333.5.4,1,,,,,,,
180.162,5/1/2013,GW025333.5.4,1,,,,,,,
180.359,6/1/2013,GW025333.5.4,1,,,,,,,
180.39,7/1/2013,GW025333.5.4,1,,,,,,,
179.392,8/1/2013,GW025333.5.4,1,,,,,,,
178.496,9/1/2013,GW025333.5.4,1,,,,,,,
177.189,10/1/2013,GW025333.5.4,1,,,,,,,
176.917,11/1/2013,GW025333.5.4,1,,,,,,,
176.785,12/1/2013,GW025333.5.4,1,,,,,,,
173.853,1/1/2014,GW025333.5.4,1,,,,,,,
174.861,2/1/2014,GW025333.5.4,1,,,,,,,
177.436,3/1/2014,GW025333.5.4,1,,,,,,,
178.944,4/1/2014,GW025333.5.4,1,,,,,,,
179.163,5/1/2014,GW025333.5.4,1,,,,,,,
179.106,6/1/2014,GW025333.5.4,1,,,,,,,
179.38,7/1/2014,GW025333.5.4,1,,,,,,,
177.843,8/1/2014,GW025333.5.4,1,,,,,,,
175.142,9/1/2014,GW025333.5.4,1,,,,,,,
175.399,10/1/2014,GW025333.5.4,1,,,,,,,
174.917,11/1/2014,GW025333.5.4,1,,,,,,,
174.632,12/1/2014,GW025333.5.4,1,,,,,,,
174.589,1/1/2015,GW025333.5.4,1,,,,,,,
172.706,2/1/2015,GW025333.5.4,1,,,,,,,
175.187,3/1/2015,GW025333.5.4,1,,,,,,,
177.205,4/1/2015,GW025333.5.4,1,,,,,,,
177.616,5/1/2015,GW025333.5.4,1,,,,,,,
177.845,6/1/2015,GW025333.5.4,1,,,,,,,
178.058,7/1/2015,GW025333.5.4,1,,,,,,,
176.076,8/1/2015,GW025333.5.4,1,,,,,,,
174.855,9/1/2015,GW025333.5.4,1,,,,,,,
174.327,10/1/2015,GW025333.5.4,1,,,,,,,
174.466,11/1/2015,GW025333.5.4,1,,,,,,,
171.219,12/1/2015,GW025333.5.4,1,,,,,,,
171.042,1/1/2016,GW025333.5.4,1,,,,,,,
172.256,2/1/2016,GW025333.5.4,1,,,,,,,
173.604,3/1/2016,GW025333.5.4,1,,,,,,,
176.404,4/1/2016,GW025333.5.4,1,,,,,,,
176.135,5/1/2016,GW025333.5.4,1,,,,,,,
177.057,6/1/2016,GW025333.5.4,1,,,,,,,
177.327,7/1/2016,GW025333.5.4,1,,,,,,,
177.42,8/1/2016,GW025333.5.4,1,,,,,,,
177.736,9/1/2016,GW025333.5.4,1,,,,,,,
